threshold,predicted_positive,precision,recall,tp,fp,tn,fn
0.9999455213546753,1,1.0,0.0025252525252525255,1,0,2124,395
0.9999427795410156,2,1.0,0.005050505050505051,2,0,2124,394
0.9999157190322876,3,1.0,0.007575757575757576,3,0,2124,393
0.9998972415924072,4,1.0,0.010101010101010102,4,0,2124,392
0.9998805522918701,5,1.0,0.012626262626262626,5,0,2124,391
0.9998284578323364,6,1.0,0.015151515151515152,6,0,2124,390
0.9998266100883484,7,1.0,0.017676767676767676,7,0,2124,389
0.999786913394928,8,1.0,0.020202020202020204,8,0,2124,388
0.9997418522834778,9,1.0,0.022727272727272728,9,0,2124,387
0.9997225403785706,10,1.0,0.025252525252525252,10,0,2124,386
0.9997208714485168,11,1.0,0.027777777777777776,11,0,2124,385
0.9997046589851379,12,1.0,0.030303030303030304,12,0,2124,384
0.9996886253356934,13,1.0,0.03282828282828283,13,0,2124,383
0.999680757522583,14,1.0,0.03535353535353535,14,0,2124,382
0.9996659755706787,15,1.0,0.03787878787878788,15,0,2124,381
0.9996353387832642,16,1.0,0.04040404040404041,16,0,2124,380
0.999593198299408,17,1.0,0.04292929292929293,17,0,2124,379
0.9995825886726379,18,1.0,0.045454545454545456,18,0,2124,378
0.9995737671852112,19,1.0,0.047979797979797977,19,0,2124,377
0.9995673298835754,20,1.0,0.050505050505050504,20,0,2124,376
0.9994975328445435,21,1.0,0.05303030303030303,21,0,2124,375
0.9994698166847229,22,1.0,0.05555555555555555,22,0,2124,374
0.999420166015625,23,1.0,0.05808080808080808,23,0,2124,373
0.9994198083877563,24,1.0,0.06060606060606061,24,0,2124,372
0.9994175434112549,25,1.0,0.06313131313131314,25,0,2124,371
0.9994010925292969,26,1.0,0.06565656565656566,26,0,2124,370
0.9993807077407837,27,1.0,0.06818181818181818,27,0,2124,369
0.9992386102676392,28,1.0,0.0707070707070707,28,0,2124,368
0.99921715259552,29,1.0,0.07323232323232323,29,0,2124,367
0.9992004036903381,30,1.0,0.07575757575757576,30,0,2124,366
0.9991877675056458,31,1.0,0.07828282828282829,31,0,2124,365
0.9991746544837952,32,1.0,0.08080808080808081,32,0,2124,364
0.9991739392280579,33,1.0,0.08333333333333333,33,0,2124,363
0.9991652965545654,34,1.0,0.08585858585858586,34,0,2124,362
0.9991164803504944,35,1.0,0.08838383838383838,35,0,2124,361
0.9989556074142456,36,1.0,0.09090909090909091,36,0,2124,360
0.9988920092582703,37,1.0,0.09343434343434344,37,0,2124,359
0.9988396763801575,38,1.0,0.09595959595959595,38,0,2124,358
0.9987295269966125,39,1.0,0.09848484848484848,39,0,2124,357
0.9986729621887207,40,1.0,0.10101010101010101,40,0,2124,356
0.9985234141349792,41,1.0,0.10353535353535354,41,0,2124,355
0.9983910918235779,42,1.0,0.10606060606060606,42,0,2124,354
0.9981889128684998,43,1.0,0.10858585858585859,43,0,2124,353
0.9981123208999634,44,1.0,0.1111111111111111,44,0,2124,352
0.9980881810188293,45,1.0,0.11363636363636363,45,0,2124,351
0.9980619549751282,46,1.0,0.11616161616161616,46,0,2124,350
0.9977928400039673,47,1.0,0.11868686868686869,47,0,2124,349
0.9977701902389526,48,1.0,0.12121212121212122,48,0,2124,348
0.99763023853302,49,1.0,0.12373737373737374,49,0,2124,347
0.9976168870925903,50,1.0,0.12626262626262627,50,0,2124,346
0.9976029992103577,51,1.0,0.12878787878787878,51,0,2124,345
0.9975316524505615,52,1.0,0.13131313131313133,52,0,2124,344
0.9973911046981812,53,1.0,0.13383838383838384,53,0,2124,343
0.9973042011260986,54,1.0,0.13636363636363635,54,0,2124,342
0.9972856044769287,55,1.0,0.1388888888888889,55,0,2124,341
0.9972507357597351,56,1.0,0.1414141414141414,56,0,2124,340
0.9971621632575989,57,1.0,0.14393939393939395,57,0,2124,339
0.9968867897987366,58,1.0,0.14646464646464646,58,0,2124,338
0.996841549873352,59,1.0,0.14898989898989898,59,0,2124,337
0.9968212842941284,60,1.0,0.15151515151515152,60,0,2124,336
0.9967832565307617,61,1.0,0.15404040404040403,61,0,2124,335
0.996769905090332,62,1.0,0.15656565656565657,62,0,2124,334
0.9964990615844727,63,1.0,0.1590909090909091,63,0,2124,333
0.9962658286094666,64,1.0,0.16161616161616163,64,0,2124,332
0.9961695075035095,65,1.0,0.16414141414141414,65,0,2124,331
0.9959343671798706,66,1.0,0.16666666666666666,66,0,2124,330
0.9958229064941406,67,1.0,0.1691919191919192,67,0,2124,329
0.9957133531570435,68,1.0,0.1717171717171717,68,0,2124,328
0.9956589937210083,69,1.0,0.17424242424242425,69,0,2124,327
0.9954028129577637,70,1.0,0.17676767676767677,70,0,2124,326
0.9951751232147217,71,1.0,0.17929292929292928,71,0,2124,325
0.9950546026229858,72,1.0,0.18181818181818182,72,0,2124,324
0.9949724674224854,73,1.0,0.18434343434343434,73,0,2124,323
0.9949069619178772,74,0.9864864864864865,0.18434343434343434,73,1,2123,323
0.9944971203804016,75,0.9866666666666667,0.18686868686868688,74,1,2123,322
0.9944384098052979,76,0.9868421052631579,0.1893939393939394,75,1,2123,321
0.9942541718482971,77,0.987012987012987,0.1919191919191919,76,1,2123,320
0.9941385984420776,78,0.9871794871794872,0.19444444444444445,77,1,2123,319
0.9938830137252808,79,0.9873417721518988,0.19696969696969696,78,1,2123,318
0.9933981895446777,80,0.9875,0.1994949494949495,79,1,2123,317
0.9933286905288696,81,0.9876543209876543,0.20202020202020202,80,1,2123,316
0.9933143258094788,82,0.9878048780487805,0.20454545454545456,81,1,2123,315
0.9932534098625183,83,0.9879518072289156,0.20707070707070707,82,1,2123,314
0.9932327270507812,84,0.9880952380952381,0.20959595959595959,83,1,2123,313
0.9930827617645264,85,0.9882352941176471,0.21212121212121213,84,1,2123,312
0.9926360249519348,86,0.9883720930232558,0.21464646464646464,85,1,2123,311
0.9926122426986694,87,0.9885057471264368,0.21717171717171718,86,1,2123,310
0.9922869205474854,88,0.9886363636363636,0.2196969696969697,87,1,2123,309
0.9921311736106873,89,0.9887640449438202,0.2222222222222222,88,1,2123,308
0.9919726848602295,90,0.9888888888888889,0.22474747474747475,89,1,2123,307
0.9919494390487671,91,0.989010989010989,0.22727272727272727,90,1,2123,306
0.9914231896400452,92,0.9891304347826086,0.2297979797979798,91,1,2123,305
0.9913241863250732,93,0.989247311827957,0.23232323232323232,92,1,2123,304
0.9910587668418884,94,0.9893617021276596,0.23484848484848486,93,1,2123,303
0.9907875657081604,95,0.9894736842105263,0.23737373737373738,94,1,2123,302
0.9906144142150879,96,0.9895833333333334,0.2398989898989899,95,1,2123,301
0.9906041026115417,97,0.9896907216494846,0.24242424242424243,96,1,2123,300
0.9905374646186829,98,0.9897959183673469,0.24494949494949494,97,1,2123,299
0.9900708794593811,99,0.98989898989899,0.2474747474747475,98,1,2123,298
0.9900422096252441,100,0.99,0.25,99,1,2123,297
0.9899415373802185,101,0.9900990099009901,0.25252525252525254,100,1,2123,296
0.9883334040641785,102,0.9901960784313726,0.255050505050505,101,1,2123,295
0.9879144430160522,103,0.9902912621359223,0.25757575757575757,102,1,2123,294
0.9874827861785889,104,0.9903846153846154,0.2601010101010101,103,1,2123,293
0.986943244934082,105,0.9904761904761905,0.26262626262626265,104,1,2123,292
0.9857233166694641,106,0.9905660377358491,0.26515151515151514,105,1,2123,291
0.9853975772857666,107,0.9906542056074766,0.2676767676767677,106,1,2123,290
0.9853543043136597,108,0.9907407407407407,0.2702020202020202,107,1,2123,289
0.9852378964424133,109,0.9908256880733946,0.2727272727272727,108,1,2123,288
0.9851198792457581,110,0.990909090909091,0.27525252525252525,109,1,2123,287
0.9837599992752075,111,0.990990990990991,0.2777777777777778,110,1,2123,286
0.9836726784706116,112,0.9910714285714286,0.2803030303030303,111,1,2123,285
0.9834505319595337,113,0.9911504424778761,0.2828282828282828,112,1,2123,284
0.9825432896614075,114,0.9912280701754386,0.28535353535353536,113,1,2123,283
0.9825291633605957,115,0.991304347826087,0.2878787878787879,114,1,2123,282
0.9823352694511414,116,0.9913793103448276,0.2904040404040404,115,1,2123,281
0.9822647571563721,117,0.9914529914529915,0.29292929292929293,116,1,2123,280
0.9816379547119141,118,0.9915254237288136,0.29545454545454547,117,1,2123,279
0.9815090894699097,119,0.9915966386554622,0.29797979797979796,118,1,2123,278
0.9809734225273132,120,0.9916666666666667,0.3005050505050505,119,1,2123,277
0.9808462262153625,121,0.9917355371900827,0.30303030303030304,120,1,2123,276
0.9806991219520569,122,0.9918032786885246,0.3055555555555556,121,1,2123,275
0.9798163175582886,123,0.991869918699187,0.30808080808080807,122,1,2123,274
0.9796617031097412,124,0.9919354838709677,0.3106060606060606,123,1,2123,273
0.979425847530365,125,0.992,0.31313131313131315,124,1,2123,272
0.979247510433197,126,0.9920634920634921,0.31565656565656564,125,1,2123,271
0.9791749119758606,127,0.9921259842519685,0.3181818181818182,126,1,2123,270
0.9782134890556335,128,0.9921875,0.3207070707070707,127,1,2123,269
0.9765533804893494,129,0.9922480620155039,0.32323232323232326,128,1,2123,268
0.976241946220398,130,0.9923076923076923,0.32575757575757575,129,1,2123,267
0.975164532661438,131,0.9923664122137404,0.3282828282828283,130,1,2123,266
0.974843442440033,132,0.9924242424242424,0.33080808080808083,131,1,2123,265
0.9745489954948425,133,0.9924812030075187,0.3333333333333333,132,1,2123,264
0.9743446707725525,134,0.9925373134328358,0.33585858585858586,133,1,2123,263
0.972564160823822,135,0.9925925925925926,0.3383838383838384,134,1,2123,262
0.972124457359314,136,0.9926470588235294,0.3409090909090909,135,1,2123,261
0.9720981121063232,137,0.9927007299270073,0.3434343434343434,136,1,2123,260
0.9716991782188416,138,0.9927536231884058,0.34595959595959597,137,1,2123,259
0.9716554880142212,139,0.9928057553956835,0.3484848484848485,138,1,2123,258
0.9695636034011841,140,0.9928571428571429,0.351010101010101,139,1,2123,257
0.9692696332931519,141,0.9929078014184397,0.35353535353535354,140,1,2123,256
0.9682475328445435,142,0.9929577464788732,0.3560606060606061,141,1,2123,255
0.9678109884262085,143,0.993006993006993,0.35858585858585856,142,1,2123,254
0.9677749872207642,144,0.9930555555555556,0.3611111111111111,143,1,2123,253
0.9674891829490662,145,0.993103448275862,0.36363636363636365,144,1,2123,252
0.9663198590278625,146,0.9931506849315068,0.3661616161616162,145,1,2123,251
0.9648650288581848,147,0.9931972789115646,0.3686868686868687,146,1,2123,250
0.964818000793457,148,0.9864864864864865,0.3686868686868687,146,2,2122,250
0.9635913372039795,149,0.9865771812080537,0.3712121212121212,147,2,2122,249
0.9631820917129517,150,0.9866666666666667,0.37373737373737376,148,2,2122,248
0.9626941680908203,151,0.9867549668874173,0.37626262626262624,149,2,2122,247
0.9595624208450317,152,0.9868421052631579,0.3787878787878788,150,2,2122,246
0.9590681195259094,153,0.9803921568627451,0.3787878787878788,150,3,2121,246
0.9589660167694092,154,0.9805194805194806,0.3813131313131313,151,3,2121,245
0.957312285900116,155,0.9806451612903225,0.3838383838383838,152,3,2121,244
0.954542338848114,156,0.9807692307692307,0.38636363636363635,153,3,2121,243
0.9538532495498657,157,0.9808917197452229,0.3888888888888889,154,3,2121,242
0.9523741006851196,158,0.9810126582278481,0.39141414141414144,155,3,2121,241
0.9523633718490601,159,0.9811320754716981,0.3939393939393939,156,3,2121,240
0.9513622522354126,160,0.98125,0.39646464646464646,157,3,2121,239
0.949877142906189,161,0.9813664596273292,0.398989898989899,158,3,2121,238
0.949492871761322,162,0.9814814814814815,0.4015151515151515,159,3,2121,237
0.9490782022476196,163,0.9815950920245399,0.40404040404040403,160,3,2121,236
0.9483972787857056,164,0.975609756097561,0.40404040404040403,160,4,2120,236
0.9482595324516296,165,0.9757575757575757,0.4065656565656566,161,4,2120,235
0.9481545686721802,166,0.9759036144578314,0.4090909090909091,162,4,2120,234
0.9479711651802063,167,0.9760479041916168,0.4116161616161616,163,4,2120,233
0.9477917551994324,168,0.9761904761904762,0.41414141414141414,164,4,2120,232
0.9469366669654846,169,0.9763313609467456,0.4166666666666667,165,4,2120,231
0.9464731812477112,170,0.9764705882352941,0.41919191919191917,166,4,2120,230
0.945390522480011,171,0.9766081871345029,0.4217171717171717,167,4,2120,229
0.9448690414428711,172,0.9767441860465116,0.42424242424242425,168,4,2120,228
0.9445582032203674,173,0.976878612716763,0.42676767676767674,169,4,2120,227
0.9442968368530273,174,0.9770114942528736,0.4292929292929293,170,4,2120,226
0.9439151883125305,175,0.9771428571428571,0.4318181818181818,171,4,2120,225
0.9437278509140015,176,0.9772727272727273,0.43434343434343436,172,4,2120,224
0.9434646368026733,177,0.9774011299435028,0.43686868686868685,173,4,2120,223
0.9418688416481018,178,0.9775280898876404,0.4393939393939394,174,4,2120,222
0.9413981437683105,179,0.9776536312849162,0.44191919191919193,175,4,2120,221
0.9410964250564575,180,0.9777777777777777,0.4444444444444444,176,4,2120,220
0.9402588605880737,181,0.9779005524861878,0.44696969696969696,177,4,2120,219
0.9381328821182251,182,0.978021978021978,0.4494949494949495,178,4,2120,218
0.9381325840950012,183,0.9781420765027322,0.45202020202020204,179,4,2120,217
0.9379956126213074,184,0.9782608695652174,0.45454545454545453,180,4,2120,216
